"stt","mamh","tenmh","tenmh_en","sotc","lt","th","loaimonhoc","semester","is_open","management_unit","description","mamh_old","equivalent_mh","prerequisite_mh","previous_mh"
"947","OSYS3","Hệ điều hành","Hệ điều hành","4","4","0","CHUA_PHAN_LOAI","","True","Chưa rõ","","","","",""
"948","PE001","Giáo dục thể chất 1","Physical education 1","0","0","0","TC","","True","PĐTĐH","Chương trình môn học giáo dục thể chất (GDTC) nhằm trang bị kiến thức, kỹ năng vận động cơ bản, hình thành thói quen tập luyện thể dục thể thao (TDTT) để nâng cao sức khỏe, phát triển thể lực, tầm vóc, hoàn thiện nhân cách, nâng cao khả năng họctập, kỹ năng hoạt động xã hội với tinh thần, thái độ tích cực cho sinh viên, góp phần thực hiện mục tiêu giáo dục toàn diện.","","PE012","",""
"949","PE002","Giáo dục thể chất 2","Physical education 2","0","0","0","TC","","True","PĐTĐH","Chương trình môn học giáo dục thể chất (GDTC) nhằm trang bị kiến thức, kỹ năng vận động cơ bản, hình thành thói quen tập luyện thể dục thể thao (TDTT) để nâng cao sức khỏe, phát triển thể lực, tầm vóc, hoàn thiện nhân cách, nâng cao khả năng họctập, kỹ năng hoạt động xã hội với tinh thần, thái độ tích cực cho sinh viên, góp phần thực hiện mục tiêu giáo dục toàn diện.","","PE012","",""
"950","PE003","Giáo dục thể chất 3","Physical education 3","0","0","0","TC","","True","TTNN","","","","",""
"951","PE012","Giáo dục thể chất","Physical education","0","0","0","TC","","True","PĐTĐH","Chương trình môn học giáo dục thể chất (GDTC) nhằm trang bị kiến thức, kỹ năng vận động cơ bản, hình thành thói quen tập luyện thể dục thể thao (TDTT) để nâng cao sức khỏe, phát triển thể lực, tầm vóc, hoàn thiện nhân cách, nâng cao khả năng họctập, kỹ năng hoạt động xã hội với tinh thần, thái độ tích cực cho sinh viên, góp phần thực hiện mục tiêu giáo dục toàn diện.","","PE231
PE232","",""
"952","PE231","Giáo dục thể chất 1","Physical Education 1","0","0","0","TC","","True","PĐTĐH","","","","",""
"953","PE232","Giáo dục thể chất 2","Physical Education 2","0","0","0","TC","","True","PĐTĐH","","","","","PE231"
"954","PEDU1","Giáo dục thể chất 1","Physical Education 1","0","0","0","TC","","True","GDTC","","","PE001","",""
"955","PEDU2","Giáo dục thể chất 2","Physical Education 2","0","0","0","TC","","True","PĐTĐH","","","PE002","",""
"956","PH001","Nhập môn điện tử","Introduction to Electrical Engineering","3","3","0","ĐC","","True","BMTL","Đây là môn hoc ̣ ở giai đoan ki ̣ ến thức đai cương. Môn học này trình bày các khái niệm và ̣phương pháp cơ bản về điện tử. Giới thiệu về nguyên lý hoạt động của của các linh kiện điện tử cơ bản (điện trở, tụ điện, nguồn điện, transistor,….). Ứng dụng các linh kiện điện tử này vào các mạch điện thực tế.","","","",""
"957","PH002","Nhập môn mạch số","Introduction to Digital Circuits","4","3","1","ĐC","","True","KTMT","Môn học nhằm mục đích giới thiệu cho sinh viên các:
\- Hiểu kiến thức nền tảng về thiết kế các mạch số trong máy tính
\- Các hệ thống số cơ bản và sự chuyển đổi qua lại giữa các hệ thống số này
\- Đại số Boolean
\- Phương pháp bìa Karnaugh
\- Các phương pháp tối ưu mạch logic khác
\- Thiết kế và phân tích mạch tổ hợp
\- Thiết kế và phân tích mạch tuần tự
\- Thiết kế các bộ đếm","","CE102
NT102","",""
"958","PH003","Vật lý kỹ thuật","Technical physics","4","4","0","ĐC","","True","BMTL","","","PHY02
PH002","",""
"959","PHIL1","Những NLCB của chủ nghĩa Mác-Lênin","Fundamental Principles of Marxism-Leninism","5","5","0","ĐC","","True","BMAV","","","SS001","",""
"960","PHIL2","Triết học Mác-Lênin","Marxist-Leninist philosophy","5","5","0","ĐC","","True","P.ĐTĐH","","","","",""
"961","PHY01","Vật lý đại cương A1","General physics A1","3","3","0","ĐC","","True","BMTL","","","PH001","",""
"962","PHY02","Vật lý đại cương A2","General physics A2","3","3","0","ĐC","","True","BMTL","","","PH002","",""
"963","PHY03","Vật lý đại cương A3","General physics A3","2","2","0","ĐC","","True","BMTL","","","","",""
"964","PHY11","General Physics 1","General Physics 1","4","4","0","ĐC","","True","BMTL","","","","",""
"965","PHY12","General Physics 2","General Physics 2","4","4","0","ĐC","","True","BMTL","","","","",""
"966","PHY22","Vật lý đại cương A2 (TE1)","General physics A2","4","4","0","ĐC","","True","BMTL","","","","",""
"967","PHYS1114","Vật lý đại cương 1","General Physics 1","4","4","0","ĐC","","True","HTTT","Cung cấp cho sinh viên các kiến thức về các định luật cơ bản của cơ học cổ điển, các định luật bảo toàn, sóng cơ học và dao động, một số khái niệm về thuyết tương đối, các phương pháp phân tích giải quyết các vấn đề liên quan.","","PHYS1215","",""
"968","PHYS1214","Vật lý đại cương 2","General Physics 2","4","4","0","ĐC","","True","HTTT","Cung cấp cho sinh viên các kiến thức về các định luật điện từ cơ bản, cách thức mô tả điện trường, từ trường cũng như tương tác của chúng với vật chất, phương pháp phân tích và giải quyết các bài toán liên quan. Ba định luật nhiệt động
Nội dung: Điện trường tĩnh. Vật cách ly. Vật dẫn và tụ điện. Từ trường. Cảm ứng điện từ. Vật liệu từ. Dao động và sóng điện từ. Điện từ trường.","","PHYS1215","","PHYS1114"
"969","PHYS1215","Vật lý đại cương","General Physics","3","3","0","ĐC","","True","HTTT","","","","",""
"970","QTE111","Văn hóa giao tiếp","Intercultural Communication","2","2","0","CN","","True","PĐTĐH","","","","",""
"971","SC203","Phương pháp nghiên cứu khoa học","Scientific Research Methodology","3","3","0","CNTC","","True","HTTT","","","","",""
"15","SE005","Giới thiệu ngành Kỹ thuật Phần mềm","Introduction to Software Engineering","1","1","0","ĐC","","True","CNPM","Môn Giới thiệu ngành Công Nghệ Phần Mềm (CNPM) được thiết kế để giúp sinh
viên năm thứ nhất tiếp cận các kiến thức liên quan định hướng, kỹ năng nghề
nghiệp của cử nhân/kỹ sư CNPM. Cụ thể là:
\- Giới thiệu những thách thức hiện tại đối với kỹ sư/cử nhân CNPM.
\- Vai trò của CNPM trong tổng thể nhóm ngành CNTT và trong nền kinh tế tri
thức.
\- Lược sử các xu hướng chính và các xu hướng tương lai của ngành CNPM.
\- Định nghĩa và đặc điểm của sản phẩm phần mềm.
\- Các khối kiến thức tổng quan về CNPM và phương pháp giải quyết vấn đề
trong lĩnh vực phần mềm.
\- Thực hành các kỹ năng làm việc nhóm, viết báo cáo và thuyết trình.","","CS005
IE005
IS005
CE005
NT005
NT015
EC005
DS005
AI001","",""
"23","SE100","Phương pháp phát triển phần mềm hướng đối tượng","Object-Oriented Software Development Methodology","4","3","1","CSN","","True","CNPM","Môn học này trình bày về phân tích và thiết kế hệ thống phần mềm theo hướng đối tượng. Nội dung môn học trình từ cơ bản tới chuyên sâu các thao tác trong quá trình phát triển phần mềm. Chương 1 trình bày sơ lược về quy trình phát triển phần mềm. Chương 2 trình bày về các khái niệm cơ bản về hướng đối tượng. Chương 3 và 4 trình bày về mô hình hóa các yêu cầu. Chương 5 trình bày về phân tích phần mềm hướng đối tượng. Chương 6 trình bày về thiết kế phần mềm hướng đối tượng. Chương 7 thảo luận một số vấn đề khác trong phát triển phần mềm hướng đối tượng.","","","","SE104
IT008"
"976","SE103","Các phương pháp lập trình","Programming Paradigms","3","2","1","CN","","True","CNPM","","","SE334","",""
"977","SE105","Lập trình nhúng căn bản","Embedded-system Programming","3","2","1","CN","","True","CNPM","","","CE211","",""
"979","SE107","Phân tích thiết kế hệ thống","System analysis and design","4","3","1","CN","","True","CNPM","","","IS201","","IT002
IT004
SE104"
"980","SE108","Kiểm chứng phần mềm","Software testing","3","2","1","CSN","","True","CNPM","","","SE113","","IT001
SE104"
"982","SE110","Phương pháp Phát triển phần mềm hướng đối tượng","Phương pháp Phát triển phần mềm hướng đối tượng","4","3","1","CN","","True","CNPM","","","","",""
"983","SE111","Đồ án mã nguồn mở","Open Source Project","2","2","0","CSN","","True","CNPM","Đồ án môn học mã nguồn mở nhằm giúp sinh viên:
\- Vận dụng lại các kiến thức đã được học trong nhà trường và tìm hiểu qua các tài liệu báo chí, sách, đài, tivi...như kiến thức về nhập môn công nghệ phần mềm, kiến thức về lập trình, kiến thức về tổ chức dữ liệu, kiến thức về ngôn ngữ và các phương pháp lập trình...nhằm ứng dụng cụ thể vào đồ án môn học mã nguồn mở.
\- Nghiên cứu các thuật toán/các công nghệ/ngôn ngữ lập trình/các ứng dụng được sử dụng rộng rãi trong cộng đồng mã nguồn mở phục vụ cho đồ án môn học mã nguồn mở.
\- Nghiên cứu các quy định, luật chơi được sử dụng khi xây dựng phần mềm mã nguồn mở và tham gia vào cộng đỗng mã nguồn mở.
Nghiên cứu, tìm hiểu, xây dựng và triển khai phần mềm mã nguồn mở được ứng dụng thực tế cho đồ án môn học mã nguồn mở.","","SE121","","IT001
IT002
IT003
IT004
SE104"
"984","SE112","Đồ án chuyên ngành","Specialized Project","2","2","0","CSN","","True","CNPM","Đồ án môn học nhằm giúp sinh viên:
§ Vận dụng lại các kiến thức đã được học trong nhà trường và tìm hiểu qua các tài liệu báo chí, sách, đài, tivi...như kiến thức về nhập môn công nghệ phần mềm, kiến thức về lập trình, kiến thức về tổ chức dữ liệu, kiến thức về ngôn ngữ và các phương pháp lập trình...nhằm ứng dụng cụ thể vào đồ án môn học chuyên ngành.
§ Nghiên cứu các thuật toán, các công nghệ và ngôn ngữ lập trình mới (nếu cần thiết) phục vụ cho đồ án môn học chuyên ngành.
§ Ứng dụng quy trình và các phương pháp luận xây dựng và triển khai phần mềm ứng dụng thực tế cho đồ án môn học chuyên ngành.","","SE122","","IT002
IT003
IT004
SE104"
"60","SE121","Đồ án 1","Project 1","2","2","0","CSN","","True","CNPM","","","","","SE104"
"61","SE122","Đồ án 2","Project 2","2","2","0","CSN","","True","CNPM","","","","","SE121"
"992","SE207","Phân tích thiết kế hệ thống","System Analysis and Design","4","3","1","CN","","True","CNPM","","","SE107","",""
"993","SE208","Kiểm chứng phần mềm","Software Testing","3","2","1","CN","","True","CNPM","","","SE108","",""
"994","SE209","Phát triển, vận hành, bảo trì phần mềm","Software Development, Deployment and Maintenance","3","3","0","CN","","True","CNPM","","","SE109","",""
"995","SE210","Quản lý dự án công nghệ thông tin","Information-Technology Project Management","4","3","1","CN","","True","CNPM","","","IS208","",""
"996","SE211","Phát triển phần mềm hướng đối tượng","Object-oriented Software Development Methodology","4","3","1","CN","","True","CNPM","","","SE100","",""
"997","SE212","Phát triển phần mềm mã nguồn mở","Open-source Software Development","3","2","1","CN","","True","CNPM","","","SE331","",""
"998","SE213","Xử lý phân bố","Distributed Computing","3","2","1","CN","","True","CNPM","","","SE339","",""
"1025","SE333","Chuyên đề E-Government","E-Government","2","2","0","CN","","True","CNPM","","","SE404","",""
"5","SS010","Lịch sử Đảng Cộng sản Việt Nam","History of Vietnamese Communist Party","2","2","0","LLCT","","True","PĐTĐH","Môn học trang bị cho sinh viên những kiến thức cơ bản về Lịch sử Đảng Cộng sản Việt Nam","","","",""
"1005","SE311","Ngôn ngữ lập trình Java","Java Programming Language","4","3","1","CN","","True","CNPM","","","SE330","",""
"1006","SE312","Công nghệ .NET",".Net Technology","4","3","1","CN","","True","CNPM","","","SE310","","IT004
SE104
SE347"
"1013","SE321","Lập trình trên thiết bị di động","Mobile Device Application Development","4","4","0","CN","","True","CNPM","","","SE346","",""
"1014","SE322","Công nghệ Web và ứng dụng","Web Technology and Applications","2","2","0","CN","","True","CNPM","","","SE341","",""
"1015","SE323","Thiết kế Game","Introduction to game design","4","4","0","CN","","True","CNPM","","","SE220","",""
"1016","SE324","Nhập môn lập trình 3D game","3D game engine design","4","3","1","CN","","True","CNPM","","","","",""
"1018","SE326","Cơ sở dữ liệu nâng cao","Advanced Databases","2","2","0","CN","","True","CNPM","","","IS337","",""
"58","SE329","Thiết kế 3D Game Engine","3D Game Engine Design","4","3","1","CNTC","","True","CNPM","Học phần này trình bày kiến trúc của 3D Game Engine, các thuật toán cho đồ họa 3D. Từ đó sinh viên có thể tự thiết kế và xây dựng một 3D Engine phục vụ cho các game 3D tương đối phức tạp. Học phần là sự kết hợp giữa các bài giảng, thuyết trình, bài tập nhỏ, tự nghiên cứu tài liệu và báo cáo đồ án kết thúc môn học. Học phần được chia làm 3 phần: phần 1 giới thiệu về kiến trúc của 3D Game Engine, phần 2 là giới thiệu về các thuật toán cho đồ họa 3D, phần 3 làcách thức thiết kế và xây dựng một 3D Game Engine.","","","","SE102"
"1027","SE335","Công nghệ XML và ứng dụng","XML technology and applications","4","3","1","CN","","True","CNPM","","","","",""
"1028","SE336","Phương pháp luận sáng tạo KH-CN","Scientific methodology and innovation","2","2","0","CN","","True","CNPM","","","CS519","",""
"1029","SE337","Các thuật toán thông minh","Intelligent Algorithms","1","1","0","CN","","True","CNPM","","","SE313","",""
"1030","SE338","Logic mờ","Fuzzy logic","2","2","0","CN","","True","CNPM","","","CS405","",""
"1031","SE339","Xử lý phân bổ","Distributed computing","3","2","1","CN","","True","CNPM","","","","",""
"1032","SE340","Quản lý dự án công nghệ thông tin","Information-technology project management","4","3","1","CN","","True","CNPM","Môn học này trình bày kiến trúc về quản lý dự án nói chung và dự án công nghệ thông tin nói riêng và là học phần chuyên ngành cho sinh viên công nghệ thông tin trong một học kỳ giúp sinh viên trang bị kỹ năng triển khai hoạch định và tổ chức công việc của người quản trị dự án so với yêu cầu quản trị kỹ thuật. Chương 1 trình bày về tổng quan về quản lý dự án khung làm việc của quản trị dự án, những định hướng phát triển hiện tại và tương lai. Chương 2 giới thiệu kiến thức cơ bản về quản trị phạm vi dự án, sơ lược các phương pháp chọn lựa dự án và mô tả tài liệu dự án trong giai đoạn khởi đầu. Chương 3 trình bày về quản trị thời gian, các kỹ thuật triển khai lập kế hoạch ước lượng thực hiện dự án. Chương 4 trình bày về chi phí dự án, kỹ thuật ước lượng và phân bổ ngân sách. Chương 5 và các chương còn lại trình bày kiến thức và bước hỗ trợ nâng cao kiến thức tổ chức nhân sự, chất lượng, rủi ro, mua sắm, tích hợp dự án.","","IS208","","IT001"
"1033","SE341","Công nghệ Web và ứng dụng","Web technology and applications","2","2","0","CN","","True","CNPM","","","","","IT001
IT002
IT004"
"1034","SE342","Logic mờ","Fuzzy logic","2","2","0","CN","","True","CNPM","","","","",""
"1037","SE345","Kỹ thuật lập trình nhúng","Embedded programming techniques","4","3","1","CN","","True","CNPM","","","","",""
"1040","SE348","Chuyên đề M-commerce","M-Commerce","2","2","0","ĐC","","True","CNPM","Qua môn học này sinh viên có thể làm quen với một vài hoạt động sơ khai của m-commerce. Sinh viên sẽ học các kỹ năng cần thiết, với các kinh nghiệm thực hành cần thiết để sinh viên hiện thực hoặc chỉ đạo triển khai trên các thiết bị di động không dây dẫn (vô tuyến). Sinh viên sẽ nghiên cứu các công nghệ di động và ứng dụng vào trong thương mại di động (M- Commerce), đưa ra những lợi ích, ưu điểm, nhược điểm và ứng dụng của thương mại di động. Đồng thời chỉ ra được điểm khác biệt giữa thương mại di động với thương mại điện tử (E-Commerce)..","","","","SE331"
"1041","SE349","Nhập môn Quản trị doanh nghiệp","Introduction to business administration","2","2","0","CN","","True","CNPM","","","IE202","",""
"39","SE351","Xử lý song song","Parallel Processing","4","3","1","CN","","True","CNPM","Khóa học trang bị cho học viên kiến thức để thiết kế các thuật toán song song hiệu quả như Thiết kế các thuật toán song song, Phân tích hiệu năng của chương trình song song, Lập trình đa tuyến với POSIX, Lập trình với OpenMP và ứng dựng các kỹ thuật lập trình song song để giải quyết các bài toán khoa học","","","","IT001
IT002
IT003"
"1045","SE354","Chuyên đề các quy trình phát triển phần mềm hiện đại","Special Topics in Modern Software Development Processes","3","2","1","CNTC","","True","CNPM","Môn học nhằm cung cấp cho các sinh viên các kiến thức liên quan đến qui trình phát triển phần mềm hiện đại, các đối tượng chính yếu trong lĩnh vực công nghệ phần mềm (qui trình công nghệ, phương pháp kỹ thuật thực hiện, phương pháp tổ chức quản lý, công cụ và môi trường triển khai phần mềm,…).
\- Cung cấp cho sinh viên các lý thuyết về kiến trúc phần mềm kinh điển và hiện đại
\- Giúp sinh viên hiểu và biết tiến hành xây dựng phần mềm một cách có hệ thống, có phương pháp theo các qui trình phát triển phần mềm hiện đại","","","",""
"65","SE400","Seminar các vấn đề hiện đại của công nghệ phần mềm","Seminar on Modern Software Engineering","4","4","0","CĐTN","","True","CNPM","Môn học có thể cung cấp cho người học cái nhìn tổng quan về các vấn đề hiện đại của
lĩnh vực phát triển phần mềm trong giai đoạn hiện nay. Sinh viên sau khi hoàn thành
môn học có thể:
\- Có khả năng tìm hiểu một vấn đề mới
\- Có khả năng viết bào cáo, trình bày vấn đê tìm hiểu…","","","","SE100
SE104"
"1058","SE401","Mẫu thiết kế","Design Patterns","3","3","0","CĐTN","","True","CNPM","Môn học trình bày các mẫu thiết kế hiện đang được sử dụng trong phát triển hệ thống phần mềm, đưa ra các kiến trúc để có thể sử dụng linh hoạt các mẫu thiệt kế vào việc phát triển phân mềm với các giải pháp khác nhau","","","","SE100"
"1059","SE402","Điện toán đám mây","Cloud computing","2","2","0","CĐTN","","True","CNPM","","","IS402","","IT005
IT008"
"67","SE403","Nguyên lý thiết kế thế giới ảo","Virtual World Design","4","4","0","CĐTN","","True","CNPM","Môn học này trình bày cho sinh viên các kiến thức và nguyên lý để từ đó thiết kế thế giới ảo trong công nghệ thông tin.","","","",""
"1062","SE405","Chuyên đề mobile and pervasive computing","Mobile Pervasive Computing","3","3","0","CĐTN","","True","CNPM","Môn học nhằm cung cấp một nền tảng các khái niệm cơ bản trong lĩnh vực tính toán di động. Giới thiệu các công nghệ, ứng dụng mới và quy trình xây dựng ứng dụng trên thiết bị di động.","","","","SE114"
"66","SE406","Mẫu thiết kế hướng đối tượng","Object-Oriented Design Patterns","4","4","0","CĐTN","","True","CNPM","","","","","SE100"
"68","SE407","Chuyên đề pervasive and mobile computing","Pervasive Mobile Computing","4","4","0","CĐTN","","True","CNPM","","","","","SE114"
"1065","SE408","Phát triển game với blockchain","Blockchain-Based Game Development","4","3","1","CĐTN","","True","CNPM","","","","",""
"1066","SE409","Phát triển dự án game","Game Project Development","4","3","1","CN","","True","CNPM","","","","",""
"1067","SE417","Đồ án môn học mã nguồn mở","Open Source Project","2","2","0","ĐA","","True","CNPM","Đồ án môn học mã nguồn mở nhằm giúp sinh viên:
\- Vận dụng lại các kiến thức đã được học trong nhà trường và tìm hiểu qua các tài liệu báo chí, sách, đài, tivi...như kiến thức về nhập môn công nghệ phần mềm, kiến thức về lập trình, kiến thức về tổ chức dữ liệu, kiến thức về ngôn ngữ và các phương pháp lập trình...nhằm ứng dụng cụ thể vào đồ án môn học mã nguồn mở.
\- Nghiên cứu các thuật toán/các công nghệ/ngôn ngữ lập trình/các ứng dụng được sử dụng rộng rãi trong cộng đồng mã nguồn mở phục vụ cho đồ án môn học mã nguồn mở.
\- Nghiên cứu các quy định, luật chơi được sử dụng khi xây dựng phần mềm mã nguồn mở và tham gia vào cộng đỗng mã nguồn mở.
Nghiên cứu, tìm hiểu, xây dựng và triển khai phần mềm mã nguồn mở được ứng dụng thực tế cho đồ án môn học mã nguồn mở.","","SE111","",""
"1068","SE418","Đồ án môn học chuyên ngành","Specialized Project","3","3","0","ĐA","","True","CNPM","","","SE112","",""
"59","SE501","Thực tập tốt nghiệp","Internship","2","2","0","TTTN","","True","CNPM","Trong chương trình thực tập cuối khóa sinh viên phải đến thực tập tại các công ty phần mềm, các công ty về CNTT, cơ quan quản lý nhà nước về CNTT, trường học…để làm quen với môi trường thực tế của nghề nghiệp; nắm bắt các công việc; học hỏi kinh nghiệm trong quá trình tác nghiệp tại các đơn vị thực tập, xử lý các tình huống phát sinh liên quan đến lĩnh vực chuyên môn mà sinh viên đã lựa chọn.","","","",""
"1070","SE503","Đồ án","Major Project","2","2","0","CN","","True","CNPM","","","","",""
"62","SE505","Khóa luận tốt nghiệp","Thesis","10","10","0","KLTN","","True","CNPM","Để tốt nghiệp, sinh viên cần phải hoặc hoàn thành Khóa luận tốt nghiệp hoặc thi 3 môn chuyên đề tốt nghiệp. Với khóa luận tốt nghiệp, sinh viên phải làm một khóa luận phần mềm trong các chuyên ngành là kỹ thuật phần mềm, lập trình nhúng hoặc lập trình game dưới sự hướng dẫn của giảng viên hướng dẫn và phải bảo vệ thành công khóa luận của mình trước hội đồng. Với 3 môn chuyên đề, sinh viên phải học và phải thi 3 môn chuyên đề do khoa đưa ra.","","","","SE122"
"63","SE506","Đồ án tốt nghiệp tại doanh nghiệp","Industry Capstone Project","10","10","0","KLTN","","True","CNPM","","","","","SE122"
"64","SE507","Đồ án tốt nghiệp","Capstone Project","6","6","0","ĐA","","True","CNPM","","","","","SE122"
"1074","SMET1","Phương pháp NCKH trong tin học","Scientific Research Methodology in Informatics","2","2","0","ĐC","","True","PĐTĐH","","","CS519
SS005","",""
"1075","SMET2","Phương pháp luận sáng tạo KH-CN","Scientific Method and Innovation","2","2","0","ĐC","","True","PĐTĐH","","","CS519
SS005","",""
"1076","SOCI1","Chủ nghĩa xã hội khoa học","Scientific socialism","3","3","0","ĐC","","True","P.ĐTĐH","","","","",""
"1077","SP3724","Kỹ năng giao tiếp","Communication Skills","3","3","0","ĐC","","True","HTTT","","","","",""
"1078","SPCH2713","Kỹ năng giao tiếp","Introduction to Speech Communication","2","2","0","ĐC","","True","HTTT","Tăng cường cho sinh viên các kỹ năng trong môi trường làm việc. Lý thuyết và thực tế lập kế hoạch, chuẩn bị và kỹ năng trình bày, kỹ năng báo cáo, đề xuất, hợp tác làm việc,…","","","",""
"1079","SPCH3723","Tiếng Anh chuyên ngành công nghệ thông tin","English for Computer Science","3","3","0","ĐC","","True","HTTT","Cung cấp những kiến thức và thuật ngữ Tiếng Anh chuyên ngành máy tính làm nền tảng vững chắc giúp sinh viên tiếp cận kiến thức chuyên ngành máy tính dễ dàng thông qua các tài liệu chuyên ngành và rèn luyện những kỹ năng trình bày các báo cáo chuyên ngành.","","","",""
"1080","SPCH3724","Kỹ năng giao tiếp","Communication skills","3","3","0","ĐC","","True","HTTT","Tăng cường cho sinh viên các kỹ năng giao tiếp trong môi trường kỹ thuật, khoa học và công nghệ. Lý thuyết và thực tế lập kế hoạch, chuẩn bị và đánh giá các bản báo cáo, đề xuất, hướng dẫn, định hướng nghiên cứu, hợp tác làm việc, trình bày báo cáo.","","SPCH2713","",""
"1081","SS001","Những nguyên lý cơ bản của chủ nghĩa Mác Lênin","Fundamental principles of Marxism-Leninism","5","5","0","ĐC","","True","PĐTĐH","Môn học trang bị cho sinh viên những kiến thức cơ bản về triết học Mác-Lênin, kinh tế chính trị Mác-Lênin, chủ nghĩa xã hội khoa học và sự vận dụng chúng vào cách mạng Việt Nam","","","",""
"1082","SS002","Đường lối cách mạng của Đảng CS Việt Nam","The revolutionary way of the communist party of Vietnam","3","3","0","ĐC","","True","PĐTĐH","Nội dung chủ yếu của môn học là cung cấp cho sinh viên những hiểu biết cơ bản có hệ thống về quá trình thành lập Đảng Cộng sản Việt Nam và đƣờng lối cách mạng của Đảng Cộng sản Việt Nam, đặc biệt là đƣờng lối
trong thời kỳ đổi mới.","","SS010","",""
"1","SS003","Tư tưởng Hồ Chí Minh","Ho Chi Minh Thought","2","2","0","LLCT","","True","PĐTĐH","Môn học trang bị cho sinh viên tư tưởng Hồ Chí Minh về các vấn đề cơ bản của cách mạng Việt Nam, từ cách mạng dân tộc dân chủ nhân dân đến cách mạng xã hội chủ nghĩa như: Tư tưởng Hồ Chí Minh về vấn đề dân tộc và cách mạng giải phóng dân tộc; về chủ nghĩa xã hội và con đường quá độ lên chủ nghĩa xã hội; về Đảng Cộng sản Việt Nam; về đại đoàn kết dân tộc và đoàn kết quốc tế; về xây dựng nhà nước của dân, do dân và vì dân; về văn hóa, đạo đức và xây dựng con người mới.","","","",""
"69","SS004","Kỹ năng nghề nghiệp","Professional Skills","2","2","0","ĐC","","True","PĐTĐH","Môn học cung cấp các kiến thức về các kỹ năng hỗ trợ trong lĩnh vực CNTT. Các kỹ năng này gồm kỹ năng giao tiếp, kỹ năng làm việc nhóm, kỹ năng tư duy, kỹ năng quản lý thời gian và kỹ năng thuyết trình. Nội dung môn học hướng sinh viên tới việc tìm hiểu và thực hành các kỹ năng này. Sinh viên sẽ có những kiến thức và kỹ năng ở mức độ cơ bản để có thể đáp ứng các yêu cầu học tập và làm việc trong ngành CNTT","","","",""
"1085","SS005","Phương pháp luận sáng tạo KH-CN","Scientific methodology and innovation","2","2","0","ĐC","","True","PĐTĐH","","","SMET1
 SMET2
CS519","",""
"2","SS007","Triết học Mác – Lênin","Philosophy of Marxism and Leninism","3","3","0","LLCT","","True","PĐTĐH","Môn học trang bị cho sinh viên những kiến thức cơ bản về Triết học Mác – Lênin","","","",""
"3","SS008","Kinh tế chính trị Mác – Lênin","Political Economics of Marxism and Leninism","2","2","0","LLCT","","True","PĐTĐH","Môn học trang bị cho sinh viên những kiến thức cơ bản về Kinh tế chính trị Mác – Lênin","","","",""
"1092","STAT3013","Phân tích thống kê","Intermediate Statistical Analysis","3","3","0","CS","","True","HTTT","Cung cấp cho sinh viên các ngành kỹ thuật lý thuyết và ứng dụng của ma trận và hệ các phương trình tuyến tính, biến đổi tuyến tính, giá trị riêng, vectơ riêng.
Nội dung: Logic, Tập. Ma trận, hệ phương trình tuyến tính. Không gian vectơ, hạng và ma trận nghịch đảo. Biến đổi tuyến tính. Giá trị riêng và vectơ riêng. Không gian Euclid, trực giao.","","","","STAT4033"
"1093","STAT4033","Thống kê","Statistics","3","3","0","ĐC","","True","HTTT","Các lý thuyết toán học về xác suất và thống kê cho chúng ta những công cụ cơ bản để xây dựng và phân tích các mô hình toán học cho các sự kiện ngẫu nhiên. Khóa học giúp sinh viên nghiên cứu các hiện tượng ngẫu nhiên và kiến thức nền tảng về thống kê, giả thuyết và kiểm tra giả thuyết, áp dụng xác suất và thống kê cho các lĩnh vực của chuyên môn của họ.","","","","MATH3013"
"1094","THU086","Đào tạo năng lực thông tin","Information Literacy Training","2","2","0","CN","","True","PĐTĐH","","","","",""
"1095","THU107","Truyền thông xã hội trong các tổ chức","Social Media in Organizations","2","2","0","CN","","True","PĐTĐH","","","","",""
"1096","TLH025","Tâm lý học nhân cách","Personality Psychology","3","3","0","CN","","True","PĐTĐH","","","","",""
"1097","TOEIC 450","TOEIC 450","TOEIC 450","0","0","0","ĐC","","True","TTNN","","","","",""
"1098","TOEIC450","TOEIC 450","TOEIC 450","0","0","0","ĐC","","True","TTNN","","","","",""
"1099","VCPH1","Lịch sử Đảng CSVN","History of the Communist Party of Vietnam","3","3","0","ĐC","","True","P.ĐTĐH","","","","",""
"1100","VCPL1","Đường lối cách mạng của Đảng CSVN","Revolution Directions of Vietnam Communist Party","3","3","0","ĐC","","True","TTNN","","","SS002","",""
"1101","WINP1","Lập trình trên Windows","Windows Programming","4","3","1","ĐC","","True","CNPM","","","IT008","",""
"1050","SE359","DevOps trong phát triển phần mềm","DevOps in Software Developing","3","2","1","TU_CHON","","True","CNPM","","","","",""
